1101;1A;;1;701111
1116;1A;;1;701111
1122;1A;;1;701111
1401;1A;;1;701111
2101;1A;;1;701111
2122;1A;;1;701111
3101;1A;;2;701111
3127;1A;;2;701111
3949;1A;;2;701111
1913;1A;;3;701111
1949;1A;;3;701111
1903;1A;;4;701119
2903;1A;;4;701119
5201;1A;;5;117018
5410;1A;;5;117018
6201;1A;;5;117018
5901;1A;1B;6;112221
6901;1A;1B;6;112221
5912;1A;;7;117664
5913;1A;;7;117664
5949;1A;;7;117664
6949;1A;;7;117664
